Node,Site,NO2,CO,O3,Pressure,NO2b,Humidity,Temperature,CO2,CO2temperature,Date,Hour,Segment,Interval,nValues
"linden","KorematsuES",0,0,0,0,0,0,0,431.888551307065,8.125,1/1/2013 7:50:02 AM,7,10,"2013-01-01S0710",1

"linden","KorematsuES",0,0,0,0,0,0,0,432.009389314946,8.368332862854,1/1/2013 7:55:02 AM,7,11,"2013-01-01S0711",1

"linden","KorematsuES",0,0,0,0,0,0,0,426.891412149638,8.86585330963135,1/1/2013 8:06:37 AM,8,1,"2013-01-01S0801",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.316461476141,9.09333324432373,1/1/2013 8:10:02 AM,8,2,"2013-01-01S0802",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.599627784781,9.368332862854,1/1/2013 8:15:02 AM,8,3,"2013-01-01S0803",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.195680946164,9.6133337020874,1/1/2013 8:20:03 AM,8,4,"2013-01-01S0804",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.838816254032,9.90333366394043,1/1/2013 8:25:03 AM,8,5,"2013-01-01S0805",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.798866416986,10.1466665267944,1/1/2013 8:30:03 AM,8,6,"2013-01-01S0806",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.287085305141,10.3566665649414,1/1/2013 8:35:03 AM,8,7,"2013-01-01S0807",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.563085292917,10.5299997329712,1/1/2013 8:40:04 AM,8,8,"2013-01-01S0808",1

"linden","KorematsuES",0,0,0,0,0,0,0,424.076596971663,10.7316665649414,1/1/2013 8:45:04 AM,8,9,"2013-01-01S0809",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.123409743326,10.868332862854,1/1/2013 8:50:04 AM,8,10,"2013-01-01S0810",1

"linden","KorematsuES",0,0,0,0,0,0,0,422.908810327615,11.0474576950073,1/1/2013 8:55:04 AM,8,11,"2013-01-01S0811",1

"linden","KorematsuES",0,0,0,0,0,0,0,423.570873234785,11.2482757568359,1/1/2013 9:00:00 AM,9,0,"2013-01-01S0900",1

